epoch,total,cell,neighborhood,cell_recon,niche_recon,cell_vq,niche_vq,cell_perplexity,neighborhood_perplexity,cell_active_codes,neighborhood_active_codes,cell_usage_gini,neighborhood_usage_gini,cell_usage_entropy_norm,neighborhood_usage_entropy_norm,learning_rate,grad_norm,val_total,epoch_seconds,cells_per_second
12,0.6687606956277575,0.25357724646372454,0.41518344996230944,0.23623128022466386,0.267468056508473,0.01734596597296851,0.14771539425211294,62.05431522641863,24.482166290283203,170.0,32.0,0.7940936507805265,0.34061631829607086,0.7613670596175638,0.9372928065182505,0.0003,1.002250783677612,,1.723,65825.25
13,0.5736308459724698,0.24948185735515185,0.32414899127823965,0.2349317954587085,0.26800152552979334,0.014550061098166875,0.056147466214107614,83.67637320927211,27.454755340303695,179.0,32.0,0.7288743481831812,0.27475994399611947,0.8116053592224621,0.9591692077172754,0.0003,0.9886662688638482,,1.713,66187.2
14,0.5472926401666233,0.24499519648296492,0.3022974378296307,0.2336704350475754,0.26818133145570755,0.011324762366712093,0.0341161062741386,85.61210754939488,29.130125624792917,170.0,32.0,0.7206112953102262,0.21321906557304748,0.8185243371215968,0.9764525378130339,0.0003,1.0500427862363202,,1.708,66396.93
15,0.5335203579493931,0.24153270492596285,0.29198765595044407,0.2323112235005413,0.2680214526397841,0.009221481358898538,0.023966203975890363,80.18584087916783,29.5962267603193,189.0,32.0,0.7124429143515456,0.18235684834854693,0.8209310386974049,0.9800366709424099,0.0003,0.8109149517757552,,1.72,65933.35
16,0.5260039120912552,0.23915943609816687,0.28684447705745697,0.2309460070516382,0.2674640975892544,0.008213430194051139,0.019380379168848907,83.74248041425433,30.067940371377126,194.0,32.0,0.7258157012060678,0.16028051550028666,0.8124057978982477,0.9845592746281115,0.0003,0.7240732769880976,,1.71,66303.59
17,0.520154570894582,0.23805197700858116,0.2821025922894478,0.229585946138416,0.266680048512561,0.008466030994895846,0.015422542113810778,96.44355010986328,30.7929402078901,199.0,32.0,0.686261100178595,0.13322612118005028,0.8373910142015389,0.9914213289540308,0.0003,0.879911762795278,,1.718,65988.98
18,0.5155333929828235,0.2361391553921359,0.27939423865505625,0.22861901191728456,0.2661164610513619,0.007520143516428236,0.013277777345917587,105.54977090018136,30.9889714717865,218.0,32.0,0.6361772459430259,0.117351556643295,0.8643652496953843,0.993194549540113,0.0003,0.8899210765957832,,1.722,65857.24
19,0.5133847610226699,0.2366000296814101,0.2767847329378128,0.22754713440580027,0.26532734451549395,0.009052894552171762,0.011457387599096234,103.2033166885376,31.091568810599192,231.0,32.0,0.6385691242779028,0.10536253693169284,0.8614387672243037,0.9939706314993209,0.0003,0.7317615997578416,,1.712,66217.05
20,0.5131257080606052,0.23782602378300258,0.2752996842776026,0.2266898120620421,0.26447260699101854,0.011136212219883288,0.010827078641990997,117.11405304500035,31.264630930764334,214.0,32.0,0.6140847899303259,0.09205169334568075,0.8719344687324275,0.995693982217526,0.0003,0.9133839091019971,,1.71,66298.6
21,0.5111775978335312,0.23716476453202112,0.2740128295762198,0.22636199609509536,0.2638700726841177,0.010802768370402711,0.010142756152033274,126.20754500797817,31.365396533693588,226.0,32.0,0.576015380396437,0.08399011112581034,0.8909100670100784,0.9965853647803065,0.0003,1.0122540449457509,,1.702,66633.93
22,0.50985362008214,0.2369264191282647,0.27292719962341444,0.2256948897348983,0.26307670559201923,0.011231530091858335,0.009850495578055935,132.490681375776,31.433642830167496,229.0,32.0,0.5572852242911319,0.07527643647748827,0.894113735838814,0.9973467545649248,0.0003,0.9883316962846688,,1.716,66083.67
23,0.5093561006443841,0.23723935628575937,0.27211674196379526,0.22518449782260827,0.2621683393205915,0.012054858097274388,0.009948403075603502,136.29019151415145,31.478847537721908,231.0,32.0,0.5458948976385765,0.07023829210212984,0.8976346636094132,0.9977220008717321,0.0003,0.968505572527647,,1.707,66425.58
24,0.5103976806359631,0.23768043890595436,0.2727172433265618,0.22472793901605265,0.2609756163188389,0.012952500471978315,0.01174162668342303,148.33853885105677,31.416274309158325,233.0,32.0,0.5023585640186092,0.07697915288618429,0.9148779095988424,0.9972201551087201,0.0003,1.2182644712073463,,1.709,66331.46
25,0.5121874968920436,0.23899325063186033,0.2731942465262754,0.22443946743650095,0.26030530674116953,0.014553782846113401,0.012888938587691103,158.92833736964636,31.327712603977748,238.0,32.0,0.46536203394408426,0.08428335979185952,0.927238691419347,0.9964796140998214,0.0003,1.2269083665949958,,1.704,66531.86
26,0.5142020237232957,0.23972000660640852,0.2744820144559656,0.22413662741226809,0.26015772191541536,0.015583379410340317,0.014324291442920054,167.3719209943499,31.21128593172346,248.0,32.0,0.43398263521409364,0.08998296732372002,0.9375601137367954,0.9955826906335,0.0003,1.4095298796892166,,1.705,66489.62
27,0.5141445132238525,0.239699322996395,0.27444519315447125,0.22374820416527136,0.2599810431046145,0.015951120660507252,0.01446415004985673,179.79757118225098,31.208608763558523,249.0,32.0,0.39575123610927365,0.08943450412312037,0.9491762725762234,0.9953038441488429,0.0003,1.2174244331462043,,1.72,65932.18
28,0.5167350055915969,0.2406316553907735,0.27610335126519203,0.2235144523105451,0.25968506027545246,0.017117202913920795,0.01641829007504774,188.42841965811593,31.239392621176584,250.0,32.0,0.357788074094898,0.09076294262909546,0.9578170116110395,0.99560321837804,0.0003,1.2686963177153043,,1.741,65134.45
29,0.5188891919595855,0.2422132207346814,0.27667597361973356,0.2232944169746978,0.2595529114561422,0.01891880400944501,0.017123063510682966,193.1358598981585,31.320242200578964,253.0,32.0,0.33473801235833656,0.08446085240552104,0.9623174411551377,0.9964614278047494,0.0003,1.1865969789879662,,1.727,65671.77
30,0.518384864287717,0.24266532728714602,0.27571953726666315,0.22309357672929764,0.2593903908772128,0.01957175145590944,0.016329145058989525,198.38030760628837,31.408150059836252,252.0,32.0,0.31498369079904753,0.07997502976584214,0.9668091278991571,0.9969772238503044,0.00015,1.0007951578923635,,1.722,65830.9
